id_paquete,peso_kg,distancia_km,tipo_servicio,es_fragil,costo_envio
PKG-7379,13.25,182.0,Express,No,56.13
PKG-7380,26.71,359.2,Express,Si,104.92
PKG-7381,1.92,101.1,Estandar,No,17.55
PKG-7382,9.23,459.2,Mismo_Dia,No,95.92
PKG-7383,12.18,792.0,Estandar,No,88.63
PKG-7384,19.34,461.5,Estandar,No,79.41
PKG-7385,20.0,422.7,Estandar,No,75.18
PKG-7386,13.76,465.4,Estandar,No,69.23
PKG-7387,28.35,262.6,Express,Si,105.64
PKG-7388,4.27,741.2,Estandar,No,67.52
PKG-7389,5.56,218.8,Estandar,No,32.43
PKG-7390,25.64,531.7,Express,Si,122.46
PKG-7391,16.91,306.5,Express,Si,81.79
PKG-7392,6.83,442.3,Estandar,No,51.22
PKG-7393,3.96,321.2,Estandar,Si,48.07
PKG-7394,11.52,225.7,Estandar,Si,58.45
PKG-7395,7.86,448.8,Estandar,Si,67.14
PKG-7396,27.96,583.3,Estandar,No,97.33
PKG-7397,27.25,365.3,Mismo_Dia,Si,126.72
PKG-7398,,321.7,Express,No,47.41
PKG-7399,21.49,144.2,Mismo_Dia,No,88.07
PKG-7400,,619.7,Estandar,Si,100.19
PKG-7401,1.95,791.2,Express,No,77.99
PKG-7402,20.6,677.8,Mismo_Dia,No,122.21
PKG-7403,11.99,243.9,Estandar,Si,61.36
PKG-7404,19.5,49.1,Estandar,No,39.82
PKG-7405,6.7,513.9,Express,No,77.6
PKG-7406,9.89,790.2,Estandar,No,87.96
PKG-7407,14.96,,Estandar,No,46.02
PKG-7408,23.09,753.5,Mismo_Dia,Si,151.15
PKG-7409,29.99,509.6,Estandar,No,98.5
PKG-7410,1.01,288.6,Estandar,Si,37.49
PKG-7411,20.4,371.6,Express,No,90.77
PKG-7412,22.28,605.9,Express,No,110.6
PKG-7413,22.9,152.4,Mismo_Dia,Si,97.67
PKG-7414,3.76,511.4,Estandar,No,49.55
PKG-7415,20.8,702.1,Express,Si,123.38
PKG-7416,15.13,210.4,Express,No,61.45
PKG-7417,20.52,423.2,Express,Si,105.75
PKG-7418,12.07,704.7,Estandar,No,88.49
PKG-7419,21.15,171.8,Estandar,No,53.7
PKG-7420,6.49,239.5,Express,No,43.58
PKG-7421,11.81,110.1,Estandar,No,29.6
PKG-7422,3.54,183.3,Estandar,No,22.45
PKG-7423,4.96,576.2,Estandar,Si,74.64
PKG-7424,22.97,664.1,Estandar,No,100.02
PKG-7425,1.15,235.2,Mismo_Dia,No,59.3
PKG-7426,,83.2,Estandar,Si,26.52
PKG-7427,13.53,533.1,Express,Si,92.48
PKG-7428,13.88,340.5,Mismo_Dia,No,91.08
PKG-7429,12.94,187.1,Estandar,No,42.34
PKG-7430,12.64,142.2,Express,Si,65.07
PKG-7431,21.39,503.2,Estandar,Si,94.24
PKG-7432,28.81,269.5,Estandar,No,78.99
PKG-7433,7.44,16.7,Estandar,Si,28.16
PKG-7434,18.19,306.5,Express,No,70.38
PKG-7435,15.95,69.7,Mismo_Dia,No,68.49
PKG-7436,,413.3,Express,No,93.25
PKG-7437,23.48,748.1,Express,No,122.55
PKG-7438,16.09,345.8,Estandar,No,66.69
PKG-7439,20.05,725.8,Mismo_Dia,Si,144.0
PKG-7440,18.33,705.2,Express,Si,123.18
PKG-7441,9.08,665.7,Estandar,No,71.38
PKG-7442,3.58,587.1,Estandar,No,56.57
PKG-7443,25.26,246.8,Express,No,78.57
PKG-7444,28.91,318.2,Mismo_Dia,Si,114.67
PKG-7445,9.82,454.4,Estandar,No,63.32
PKG-7446,29.92,655.1,Express,No,127.37
PKG-7447,22.26,440.1,Estandar,No,79.49
PKG-7448,4.92,657.5,Estandar,Si,79.15
PKG-7449,6.88,267.8,Express,No,51.32
PKG-7450,17.44,,Mismo_Dia,Si,134.83
PKG-7451,3.58,783.8,Express,No,90.88
PKG-7452,1.92,249.6,Estandar,No,33.54
PKG-7453,17.58,361.8,Mismo_Dia,No,99.91
PKG-7454,15.76,566.0,Estandar,No,75.74
PKG-7455,18.96,383.8,Estandar,Si,85.04
PKG-7456,24.02,125.6,Estandar,Si,73.29
PKG-7457,23.19,276.7,Estandar,Si,79.73
PKG-7458,12.87,798.0,Express,No,105.63
PKG-7459,28.0,,Estandar,Si,117.47
PKG-7460,26.65,485.6,Estandar,No,100.92
PKG-7461,27.61,696.8,Express,No,120.97
PKG-7462,13.02,650.0,Estandar,No,77.16
PKG-7463,23.36,504.1,Estandar,No,82.77
PKG-7464,17.39,645.5,Estandar,No,89.96
PKG-7465,8.38,539.9,Estandar,Si,73.99
PKG-7466,5.5,123.6,Express,No,39.91
PKG-7467,14.37,130.7,Express,Si,67.09
PKG-7468,4.98,186.1,Estandar,No,27.8
PKG-7469,27.89,278.6,Express,No,90.53
PKG-7470,16.76,341.1,Estandar,No,56.49
PKG-7471,23.22,585.9,Express,No,110.91
PKG-7472,15.31,750.7,Mismo_Dia,Si,134.46
PKG-7473,29.18,,Express,No,117.31
PKG-7474,5.87,325.0,Express,No,50.42
PKG-7475,21.19,454.8,Mismo_Dia,No,111.83
PKG-7476,10.3,439.7,Estandar,Si,65.04
PKG-7477,10.72,656.3,Express,Si,96.74
PKG-7478,13.37,490.0,Mismo_Dia,No,91.19
PKG-7479,19.13,780.1,Estandar,Si,115.96
PKG-7480,17.5,152.3,Estandar,Si,61.07
PKG-7481,5.8,342.3,Mismo_Dia,No,73.5
PKG-7482,6.55,794.1,Express,No,94.83
PKG-7483,14.62,393.8,Express,No,79.75
PKG-7484,4.27,578.8,Mismo_Dia,No,87.75
PKG-7485,12.0,61.7,Express,Si,53.83
PKG-7486,7.65,144.5,Estandar,No,34.11
PKG-7487,6.28,780.9,Mismo_Dia,No,114.1
PKG-7488,16.02,318.8,Estandar,Si,75.68
PKG-7489,29.43,332.4,Estandar,No,86.83
PKG-7490,20.39,408.0,Estandar,Si,82.95
PKG-7491,7.42,328.0,Estandar,No,42.89
PKG-7492,1.27,,Estandar,No,59.1
PKG-7493,25.76,549.0,Estandar,No,98.83
PKG-7494,26.74,270.7,Express,No,87.77
PKG-7495,21.03,567.0,Express,No,109.78
PKG-7496,25.13,766.0,Mismo_Dia,Si,158.11
PKG-7497,0.84,548.4,Express,No,65.11
PKG-7498,24.16,633.0,Express,No,114.68
PKG-7499,21.74,143.4,Estandar,No,49.32
PKG-7500,12.75,,Estandar,No,39.97
PKG-7501,12.75,,Mismo_Dia,No,101.59
PKG-7502,1.39,288.8,Estandar,No,28.22
PKG-7503,21.78,408.7,Estandar,No,84.25
PKG-7504,0.9,714.7,Express,No,80.12
PKG-7505,22.36,260.0,Express,No,76.05
PKG-7506,12.33,734.5,Express,No,90.9
PKG-7507,4.24,100.2,Estandar,No,21.98
PKG-7508,3.08,527.8,Express,No,63.14
PKG-7509,,769.1,Estandar,No,81.44
PKG-7510,25.44,423.7,Estandar,No,88.57
PKG-7511,4.93,105.9,Express,No,33.91
PKG-7512,,504.9,Estandar,No,63.9
PKG-7513,1.93,277.7,Express,No,43.84
PKG-7514,28.78,,Estandar,No,87.61
PKG-7515,14.28,143.3,Express,No,51.62
PKG-7516,25.05,16.6,Express,Si,77.14
PKG-7517,29.78,663.5,Estandar,No,107.18
PKG-7518,17.29,373.0,Estandar,No,66.83
PKG-7519,18.33,714.7,Estandar,No,94.3
PKG-7520,17.82,500.3,Estandar,No,71.84
PKG-7521,15.42,17.5,Mismo_Dia,Si,75.61
PKG-7522,24.98,565.7,Estandar,Si,105.55
PKG-7523,28.4,283.0,Estandar,No,85.22
PKG-7524,3.82,31.2,Express,No,27.48
PKG-7525,27.2,83.4,Estandar,Si,77.68
PKG-7526,14.87,45.0,Estandar,No,35.81
PKG-7527,25.22,286.4,Express,No,86.03
PKG-7528,,587.6,Estandar,No,58.88
PKG-7529,28.23,747.9,Estandar,No,116.4
PKG-7530,12.39,645.3,Estandar,No,82.5
PKG-7531,26.94,191.7,Estandar,No,68.31
PKG-7532,8.77,631.1,Express,No,83.67
PKG-7533,21.95,749.6,Express,No,116.55
PKG-7534,28.36,415.0,Express,Si,110.44
PKG-7535,21.79,53.4,Express,No,65.81
PKG-7536,15.47,318.0,Express,Si,79.66
PKG-7537,13.76,14.3,Mismo_Dia,No,62.73
PKG-7538,13.84,282.3,Express,No,67.17
PKG-7539,13.5,724.5,Mismo_Dia,Si,129.49
PKG-7540,1.07,111.7,Estandar,No,10.59
PKG-7541,0.87,341.4,Estandar,No,26.96
PKG-7542,25.79,536.5,Estandar,No,93.13
PKG-7543,26.45,608.0,Estandar,Si,116.97
PKG-7544,13.32,147.8,Express,No,44.0
PKG-7545,2.5,139.5,Mismo_Dia,No,52.0
PKG-7546,9.7,400.7,Estandar,No,53.48
PKG-7547,,539.6,Estandar,No,73.42
PKG-7548,21.04,208.1,Express,No,72.78
PKG-7549,4.45,423.0,Express,Si,69.24
PKG-7550,12.88,,Estandar,No,55.14
PKG-7551,11.77,,Express,No,57.99
PKG-7552,9.9,683.2,Estandar,No,76.8
PKG-7553,6.55,793.1,Estandar,No,79.77
PKG-7554,5.49,67.5,Estandar,Si,31.21
PKG-7555,7.79,701.1,Estandar,No,74.45
PKG-7556,11.26,730.1,Estandar,No,78.63
PKG-7557,,703.8,Estandar,No,79.09
PKG-7558,21.33,761.3,Mismo_Dia,No,134.2
PKG-7559,,416.2,Express,No,80.07
PKG-7560,29.85,792.4,Express,No,136.51
PKG-7561,25.56,513.1,Estandar,Si,99.46
PKG-7562,26.93,298.3,Express,No,92.8
PKG-7563,1.27,62.3,Express,No,25.65
PKG-7564,15.85,342.4,Estandar,Si,68.19
PKG-7565,22.59,576.3,Express,Si,114.6
PKG-7566,16.15,339.7,Estandar,No,63.63
PKG-7567,13.0,212.2,Estandar,No,40.81
PKG-7568,18.4,510.6,Estandar,No,82.18
PKG-7569,19.78,696.2,Express,Si,119.5
PKG-7570,,192.4,Estandar,No,42.55
PKG-7571,22.8,270.1,Estandar,No,63.89
PKG-7572,24.34,68.3,Mismo_Dia,No,87.21
PKG-7573,,691.1,Estandar,No,64.83
PKG-7574,27.72,237.9,Express,Si,96.17
PKG-7575,3.27,504.1,Express,No,63.48
PKG-7576,8.41,564.5,Express,No,76.93
PKG-7577,1.94,333.0,Estandar,No,32.08
PKG-7578,12.82,509.1,Mismo_Dia,Si,116.19
PKG-7579,,263.1,Estandar,No,30.92
PKG-7580,2.72,,Express,No,26.76
PKG-7581,11.61,762.4,Express,No,97.23
PKG-7582,18.44,,Estandar,No,89.75
PKG-7583,24.64,706.2,Mismo_Dia,No,138.12
PKG-7584,3.25,595.8,Estandar,No,58.69
PKG-7585,27.44,77.4,Express,No,69.19
PKG-7586,19.86,169.6,Estandar,Si,63.23
PKG-7587,7.62,98.5,Estandar,No,27.07
PKG-7588,7.74,204.4,Mismo_Dia,No,68.97
PKG-7589,0.93,667.4,Express,No,74.93
PKG-7590,11.61,653.3,Estandar,No,73.55
PKG-7591,14.37,582.8,Estandar,No,79.96
PKG-7592,11.71,715.6,Mismo_Dia,No,116.06
PKG-7593,26.68,81.2,Mismo_Dia,No,97.02
PKG-7594,22.52,687.2,Express,No,116.15
PKG-7595,1.1,440.3,Estandar,No,42.02
PKG-7596,4.61,35.1,Mismo_Dia,Si,52.51
PKG-7597,22.71,180.0,Mismo_Dia,No,85.92
PKG-7598,25.9,504.0,Estandar,No,88.95
PKG-7599,4.68,262.5,Express,No,50.3
PKG-7600,,379.4,Express,No,75.45
PKG-7601,1.67,199.1,Express,No,32.43
PKG-7602,24.57,584.7,Estandar,No,98.41
PKG-7603,5.27,422.2,Estandar,No,48.21
PKG-7604,23.42,31.7,Estandar,Si,67.41
PKG-7605,27.69,593.5,Express,No,112.83
PKG-7606,12.02,277.2,Express,Si,74.92
PKG-7607,11.28,510.3,Estandar,No,69.47
PKG-7608,4.3,391.8,Estandar,No,46.86
PKG-7609,11.85,466.9,Estandar,Si,80.69
PKG-7610,19.74,410.1,Mismo_Dia,No,104.69
PKG-7611,27.52,413.3,Express,No,103.67
PKG-7612,21.97,338.9,Estandar,No,71.53
PKG-7613,15.56,603.0,Express,No,99.0
PKG-7614,21.48,434.2,Express,Si,104.75
PKG-7615,0.53,583.5,Estandar,No,50.43
PKG-7616,5.86,395.8,Express,No,61.13
PKG-7617,14.69,,Mismo_Dia,No,99.37
PKG-7618,7.03,215.5,Mismo_Dia,Si,73.95
PKG-7619,24.04,657.8,Mismo_Dia,No,130.78
PKG-7620,20.03,711.6,Estandar,Si,108.81
PKG-7621,16.28,15.5,Express,No,51.44
PKG-7622,12.25,536.0,Mismo_Dia,No,103.47
PKG-7623,14.05,10.3,Estandar,Si,47.8
PKG-7624,17.3,250.8,Express,Si,79.82
PKG-7625,16.72,696.2,Express,No,111.52
PKG-7626,23.84,568.7,Express,Si,123.52
PKG-7627,16.23,617.4,Estandar,No,88.21
PKG-7628,23.65,234.8,Express,Si,92.71
PKG-7629,18.37,340.1,Estandar,No,62.13
PKG-7630,22.2,227.2,Estandar,No,61.14
PKG-7631,29.13,165.5,Express,No,85.68
PKG-7632,11.12,180.0,Estandar,No,35.5
PKG-7633,20.71,659.1,Estandar,No,95.43
PKG-7634,25.27,482.1,Express,Si,116.39
PKG-7635,18.26,631.1,Estandar,No,87.6
PKG-7636,25.03,620.2,Estandar,Si,110.19
PKG-7637,14.56,526.8,Estandar,No,73.01
PKG-7638,7.38,234.0,Mismo_Dia,No,61.23
PKG-7639,18.68,536.6,Estandar,No,84.44
PKG-7640,,321.9,Estandar,No,41.55
PKG-7641,27.2,588.7,Estandar,No,101.35
PKG-7642,19.15,731.1,Estandar,No,94.2
PKG-7643,14.26,113.9,Estandar,Si,49.71
PKG-7644,21.22,,Estandar,No,68.25
PKG-7645,11.54,239.9,Estandar,No,41.99
PKG-7646,22.04,166.4,Mismo_Dia,No,86.23
PKG-7647,26.91,513.5,Mismo_Dia,No,130.48
PKG-7648,,609.2,Express,No,114.54
PKG-7649,21.13,772.0,Express,No,119.0
PKG-7650,22.58,647.4,Express,No,108.32
PKG-7651,26.91,633.6,Estandar,No,101.45
PKG-7652,10.29,716.3,Express,No,92.31
PKG-7653,20.9,677.9,Express,No,104.76
PKG-7654,27.23,140.0,Express,No,76.72
PKG-7655,8.03,63.6,Mismo_Dia,Si,64.47
PKG-7656,20.03,226.3,Express,Si,80.16
PKG-7657,6.95,576.0,Express,Si,81.71
PKG-7658,29.82,134.2,Estandar,Si,81.02
PKG-7659,12.27,317.2,Express,No,59.8
PKG-7660,15.12,365.7,Mismo_Dia,Si,100.0
PKG-7661,18.17,84.5,Estandar,No,42.48
PKG-7662,29.85,612.3,Estandar,No,108.29
PKG-7663,7.34,137.8,Express,Si,59.53
PKG-7664,13.03,581.6,Estandar,No,76.51
PKG-7665,25.47,193.2,Estandar,No,58.14
PKG-7666,4.27,735.4,Estandar,No,64.16
PKG-7667,5.38,,Estandar,Si,25.1
PKG-7668,16.97,250.8,Express,Si,87.49
PKG-7669,8.32,290.9,Express,No,59.3
PKG-7670,23.06,517.7,Express,No,99.85
PKG-7671,20.03,557.1,Estandar,No,85.15
PKG-7672,20.34,449.9,Estandar,No,76.52
PKG-7673,21.74,313.3,Estandar,No,67.53
PKG-7674,17.14,690.2,Estandar,No,90.31
PKG-7675,29.32,744.6,Estandar,No,123.82
PKG-7676,4.87,776.2,Express,No,88.38
PKG-7677,29.14,141.3,Estandar,No,69.16
PKG-7678,6.37,34.9,Express,Si,44.98
PKG-7679,19.72,459.0,Express,No,91.31
PKG-7680,4.74,537.8,Estandar,No,53.31
PKG-7681,0.98,427.3,Estandar,No,34.34
PKG-7682,12.94,230.0,Estandar,No,46.27
PKG-7683,17.02,566.4,Express,No,95.95
PKG-7684,23.27,455.5,Estandar,No,81.07
PKG-7685,3.76,,Estandar,Si,49.0
PKG-7686,,774.9,Estandar,Si,125.04
PKG-7687,21.11,555.8,Estandar,Si,100.03
PKG-7688,12.66,44.2,Express,No,43.46
PKG-7689,7.08,356.0,Estandar,No,45.48
PKG-7690,5.03,322.2,Express,Si,65.13
PKG-7691,4.67,250.9,Express,No,50.73
PKG-7692,25.47,681.0,Express,No,127.15
PKG-7693,29.72,557.0,Mismo_Dia,No,139.85
PKG-7694,25.55,704.1,Estandar,No,108.76
PKG-7695,14.93,513.4,Estandar,No,75.25
PKG-7696,17.52,85.9,Estandar,Si,53.08
PKG-7697,19.88,87.7,Express,No,64.09
PKG-7698,18.53,144.3,Express,Si,81.42
PKG-7699,26.94,586.5,Estandar,No,97.05
PKG-7700,15.22,498.6,Estandar,No,69.9
PKG-7701,3.63,532.3,Estandar,Si,65.22
PKG-7702,15.22,275.7,Express,Si,76.48
PKG-7703,3.52,665.5,Express,No,78.4
PKG-7704,18.07,235.6,Estandar,No,55.48
PKG-7705,4.15,745.6,Estandar,No,77.37
PKG-7706,,,Estandar,No,96.46
PKG-7707,,699.4,Express,No,97.54
PKG-7708,9.0,597.8,Estandar,Si,85.04
PKG-7709,28.76,399.6,Estandar,No,92.15
PKG-7710,12.23,564.2,Mismo_Dia,No,105.32
PKG-7711,16.2,130.1,Estandar,No,47.79
PKG-7712,15.25,296.2,Estandar,No,53.33
PKG-7713,17.69,725.0,Estandar,No,98.83
PKG-7714,22.55,312.8,Estandar,No,66.8
PKG-7715,14.27,775.6,Express,No,97.1
PKG-7716,18.69,694.3,Estandar,No,90.24
PKG-7717,18.76,76.2,Estandar,No,51.47
PKG-7718,26.75,201.8,Estandar,No,60.89
PKG-7719,9.85,251.2,Express,No,60.48
PKG-7720,27.71,584.7,Express,No,120.72
PKG-7721,11.2,161.9,Express,Si,67.76
PKG-7722,15.49,693.9,Express,No,102.57
PKG-7723,4.07,401.0,Mismo_Dia,No,71.04
PKG-7724,22.57,67.0,Estandar,No,51.13
PKG-7725,27.78,615.7,Express,No,117.35
PKG-7726,26.68,147.7,Express,Si,98.22
PKG-7727,24.58,382.5,Estandar,No,80.09
PKG-7728,20.29,130.8,Mismo_Dia,No,78.0
PKG-7729,15.92,487.3,Estandar,No,78.59
PKG-7730,22.02,,Mismo_Dia,Si,118.08
PKG-7731,7.21,,Estandar,No,34.13
PKG-7732,27.39,,Estandar,Si,108.33
PKG-7733,11.89,750.1,Estandar,Si,105.0
PKG-7734,4.21,55.1,Mismo_Dia,No,43.52
PKG-7735,13.22,564.8,Estandar,No,74.38
PKG-7736,7.39,192.0,Estandar,Si,47.95
PKG-7737,21.19,,Express,Si,116.35
PKG-7738,13.45,389.8,Mismo_Dia,No,89.23
PKG-7739,18.44,33.2,Estandar,Si,57.45
PKG-7740,4.63,15.2,Express,Si,42.58
PKG-7741,24.44,277.7,Estandar,No,75.32
PKG-7742,9.18,614.2,Express,Si,90.57
PKG-7743,19.03,113.0,Estandar,No,46.94
PKG-7744,5.65,529.8,Estandar,No,56.82
PKG-7745,11.98,755.0,Express,No,102.11
PKG-7746,27.64,83.2,Estandar,No,58.06
PKG-7747,25.7,489.4,Estandar,No,91.41
PKG-7748,20.32,538.5,Express,No,99.11
PKG-7749,29.83,,Estandar,No,94.11
PKG-7750,6.72,,Estandar,No,64.49
PKG-7751,17.89,673.1,Express,No,105.75
PKG-7752,10.91,28.7,Express,No,40.66
PKG-7753,14.71,364.6,Estandar,Si,68.16
PKG-7754,8.57,333.1,Mismo_Dia,Si,91.34
PKG-7755,26.09,74.0,Mismo_Dia,No,92.97
PKG-7756,16.96,512.1,Estandar,No,78.01
PKG-7757,24.38,724.7,Estandar,No,116.55
PKG-7758,9.85,742.3,Estandar,No,78.59
PKG-7759,4.47,434.8,Express,No,61.52
PKG-7760,21.13,573.4,Estandar,No,89.61
PKG-7761,21.94,23.8,Estandar,No,47.28
PKG-7762,15.52,292.8,Estandar,No,52.16
PKG-7763,10.29,168.9,Estandar,No,32.86
PKG-7764,19.55,,Mismo_Dia,No,126.25
PKG-7765,24.69,449.1,Estandar,Si,94.63
PKG-7766,15.54,440.4,Express,No,76.91
PKG-7767,7.15,120.9,Estandar,No,26.76
PKG-7768,11.66,455.0,Estandar,No,59.84
PKG-7769,24.9,752.3,Mismo_Dia,Si,148.88
PKG-7770,22.73,332.4,Estandar,No,70.78
PKG-7771,24.94,731.9,Express,No,121.34
PKG-7772,,310.3,Express,Si,110.01
PKG-7773,4.27,24.9,Express,No,23.29
PKG-7774,14.25,655.4,Express,Si,109.59
PKG-7775,19.77,80.7,Mismo_Dia,No,78.66
PKG-7776,26.18,221.6,Express,No,88.36
PKG-7777,17.7,437.6,Express,Si,95.36
PKG-7778,22.51,585.6,Mismo_Dia,No,120.27
PKG-7779,15.92,585.1,Estandar,No,82.81
PKG-7780,24.75,115.8,Estandar,Si,73.43
PKG-7781,1.93,449.2,Express,No,54.17
PKG-7782,27.58,63.6,Estandar,No,59.63
PKG-7783,18.05,293.2,Express,No,75.3
PKG-7784,6.67,687.2,Mismo_Dia,No,101.69
PKG-7785,11.75,108.8,Estandar,No,31.69
PKG-7786,21.13,288.0,Estandar,No,62.84
PKG-7787,9.51,312.9,Mismo_Dia,No,76.16
PKG-7788,19.78,792.3,Estandar,No,104.14
PKG-7789,6.67,109.2,Express,No,42.78
PKG-7790,23.04,390.5,Estandar,No,82.65
PKG-7791,8.1,248.6,Estandar,Si,52.54
PKG-7792,4.64,697.9,Mismo_Dia,No,96.28
PKG-7793,20.67,33.6,Express,No,53.11
PKG-7794,17.43,97.1,Express,No,54.8
PKG-7795,2.2,715.0,Express,No,82.8
PKG-7796,7.37,508.4,Estandar,No,63.9
PKG-7797,21.28,243.8,Express,No,73.72
PKG-7798,17.31,495.7,Estandar,No,75.99
PKG-7799,21.45,218.6,Estandar,No,59.37
PKG-7800,20.84,740.4,Estandar,No,100.32
PKG-7801,19.66,688.9,Express,No,110.91
PKG-7802,26.99,723.5,Estandar,Si,125.08
PKG-7803,25.8,391.7,Estandar,Si,90.65
PKG-7804,17.45,174.2,Estandar,No,51.79
PKG-7805,11.17,412.3,Mismo_Dia,No,89.23
PKG-7806,1.31,605.5,Estandar,No,60.65
PKG-7807,12.06,768.2,Estandar,No,91.67
PKG-7808,8.51,364.5,Mismo_Dia,Si,90.43
PKG-7809,7.65,360.1,Estandar,No,46.79
PKG-7810,22.73,432.9,Mismo_Dia,Si,115.91
PKG-7811,23.03,144.5,Express,No,71.12
PKG-7812,27.72,379.4,Estandar,No,83.2
PKG-7813,5.29,117.0,Express,No,34.21
PKG-7814,2.46,532.7,Express,No,66.63
PKG-7815,26.84,157.5,Express,No,79.32
PKG-7816,2.57,794.6,Estandar,Si,80.53
PKG-7817,8.59,72.1,Mismo_Dia,Si,66.31
PKG-7818,15.03,105.1,Express,Si,67.12
PKG-7819,27.86,681.0,Estandar,No,107.35
PKG-7820,16.0,178.1,Estandar,No,45.94
PKG-7821,16.51,384.0,Express,Si,89.49
PKG-7822,5.98,61.1,Estandar,Si,36.06
PKG-7823,26.25,,Mismo_Dia,Si,127.72
PKG-7824,,401.4,Estandar,No,63.02
PKG-7825,23.84,406.9,Estandar,No,78.06
PKG-7826,7.36,516.0,Express,No,67.48
PKG-7827,5.59,296.9,Estandar,No,32.9
PKG-7828,0.74,,Mismo_Dia,No,91.07
PKG-7829,11.57,444.6,Express,Si,84.56
PKG-7830,15.06,267.4,Mismo_Dia,No,88.86
PKG-7831,25.68,75.6,Express,No,68.04
PKG-7832,12.51,10.8,Express,Si,48.75
PKG-7833,18.81,782.1,Estandar,No,105.12
PKG-7834,17.81,664.2,Estandar,No,90.58
PKG-7835,14.37,791.7,Express,No,111.97
PKG-7836,20.6,409.2,Express,No,80.34
PKG-7837,,363.2,Express,No,88.83
PKG-7838,22.2,123.9,Express,No,69.02
PKG-7839,11.38,233.5,Express,No,55.94
PKG-7840,12.69,628.7,Estandar,No,79.99
PKG-7841,14.16,512.3,Estandar,No,70.58
PKG-7842,29.45,384.9,Estandar,No,81.08
PKG-7843,23.05,750.9,Estandar,No,107.48
PKG-7844,6.96,577.5,Estandar,No,65.63
PKG-7845,9.58,440.8,Express,No,69.25
PKG-7846,18.51,524.3,Express,No,93.93
PKG-7847,25.23,,Estandar,Si,127.83
PKG-7848,15.48,428.5,Estandar,Si,75.8
PKG-7849,27.14,,Estandar,No,121.14
PKG-7850,11.08,238.8,Estandar,Si,53.78
PKG-7851,4.92,210.9,Estandar,No,37.62
PKG-7852,1.31,161.6,Express,No,32.13
PKG-7853,14.38,378.4,Express,No,70.24
PKG-7854,8.14,234.6,Estandar,No,40.06
PKG-7855,18.87,,Express,No,109.4
PKG-7856,5.89,10.6,Estandar,No,16.88
PKG-7857,8.59,648.3,Estandar,No,70.49
PKG-7858,3.61,789.7,Express,No,88.09
PKG-7859,6.96,86.6,Estandar,Si,37.1
PKG-7860,15.79,330.5,Express,No,76.53
PKG-7861,19.5,227.6,Express,Si,88.97
PKG-7862,5.37,,Express,No,71.11
PKG-7863,10.14,324.6,Mismo_Dia,No,74.01
PKG-7864,27.84,625.8,Estandar,Si,115.58
PKG-7865,1.58,,Estandar,Si,39.88
PKG-7866,,703.8,Mismo_Dia,No,104.91
PKG-7867,17.7,511.7,Estandar,No,78.23
PKG-7868,6.71,107.0,Estandar,No,28.73
PKG-7869,28.01,,Estandar,Si,104.18
PKG-7870,21.66,447.2,Estandar,Si,93.17
PKG-7871,17.02,545.5,Express,No,87.75
PKG-7872,11.98,155.8,Estandar,No,36.11
PKG-7873,12.59,461.4,Express,No,78.57
PKG-7874,24.74,491.5,Express,No,99.73
PKG-7875,28.26,653.5,Estandar,Si,118.38
PKG-7876,4.33,632.0,Estandar,No,64.45
PKG-7877,2.4,26.4,Express,No,24.5
PKG-7878,15.28,224.7,Express,No,67.96
PKG-7879,16.48,626.3,Express,No,95.94
PKG-7880,16.23,586.1,Estandar,No,80.3
PKG-7881,23.21,,Express,No,100.93
PKG-7882,16.17,366.1,Estandar,Si,82.98
PKG-7883,4.62,757.1,Estandar,No,73.27
PKG-7884,19.65,37.5,Express,No,64.03
PKG-7885,11.7,184.7,Estandar,No,43.09
PKG-7886,5.68,349.7,Express,Si,68.75
PKG-7887,24.8,,Express,No,110.7
PKG-7888,27.57,347.4,Express,No,97.21
PKG-7889,13.85,,Express,No,74.1
PKG-7890,,235.0,Express,Si,64.43
PKG-7891,4.93,341.9,Estandar,Si,60.87
PKG-7892,3.65,171.5,Mismo_Dia,No,53.43
PKG-7893,13.78,565.3,Estandar,No,69.16
PKG-7894,11.62,740.6,Mismo_Dia,Si,127.6
PKG-7895,3.96,194.2,Estandar,Si,41.22
PKG-7896,28.88,190.0,Express,No,92.26
PKG-7897,7.07,73.6,Estandar,No,18.16
PKG-7898,26.45,212.6,Estandar,No,71.86
PKG-7899,25.0,,Express,Si,99.43
PKG-7900,11.77,236.4,Estandar,No,39.04
PKG-7901,24.86,644.2,Express,No,119.9
PKG-7902,18.19,416.2,Express,Si,95.15
PKG-7903,1.25,435.7,Estandar,Si,51.69
PKG-7904,13.88,637.5,Estandar,No,80.65
PKG-7905,11.26,448.9,Mismo_Dia,No,95.36
PKG-7906,21.33,344.6,Express,No,89.05
PKG-7907,0.91,344.1,Express,No,46.47
PKG-7908,12.96,694.6,Express,Si,114.67
PKG-7909,12.28,570.1,Express,No,86.37
PKG-7910,3.08,701.1,Estandar,No,71.15
PKG-7911,3.83,168.6,Express,No,38.35
PKG-7912,7.18,668.9,Estandar,No,77.14
PKG-7913,23.93,207.1,Estandar,No,62.17
PKG-7914,4.04,,Estandar,No,20.12
PKG-7915,5.25,77.2,Express,No,33.21
PKG-7916,18.56,61.3,Estandar,No,45.33
PKG-7917,8.36,320.2,Express,No,57.34
PKG-7918,14.61,296.9,Estandar,No,51.55
PKG-7919,21.05,682.1,Mismo_Dia,No,127.38
PKG-7920,9.78,,Express,No,57.37
